force_x,force_y,torque_z,stamp:
0.0,0.0,0.0,12189030000
0.0,0.0,0.0,12239029999
0.0,0.0,0.0,12289030000
0.0,0.0,0.0,12339029999
0.0,0.0,0.0,12389030000
0.0,0.0,0.0,12439030000
0.0,0.0,0.0,12489029999
0.0,0.0,0.0,12539030000
0.0,0.0,0.0,12589029999
0.0,0.0,0.0,12639030000
0.0,0.0,0.0,12689030000
0.0,0.0,0.0,12739029999
0.0,0.0,0.0,12789030000
0.0,0.0,0.0,12839029999
0.0,0.0,0.0,12889030000
0.0,0.0,0.0,12939030000
0.0,0.0,0.0,12989029999
0.0,0.0,0.0,13039030000
0.0,0.0,0.0,13089029999
0.0,0.0,0.0,13139030000
0.0,0.0,0.0,13189030000
0.0,0.0,0.0,13239029999
0.0,0.0,0.0,13289030000
0.0,0.0,0.0,13339029999
0.0,0.75,0.0,13389030000
0.0,0.75,0.0,13439030000
0.0,0.75,0.0,13489029999
0.0,0.75,0.0,13539030000
0.0,0.75,0.0,13589029999
0.0,0.75,0.0,13639030000
0.0,0.75,0.0,13689030000
0.0,0.75,0.0,13739029999
0.0,0.75,0.0,13789030000
0.0,0.75,0.0,13839029999
0.0,0.75,0.0,13889030000
0.0,0.75,0.0,13939030000
0.0,0.75,0.0,13989029999
0.0,0.75,0.0,14039030000
0.0,0.75,0.0,14089029999
0.0,0.75,0.0,14139030000
0.0,0.75,0.0,14189030000
0.0,0.75,0.0,14239029999
0.0,0.75,0.0,14289030000
0.0,0.75,0.0,14339029999
0.0,0.75,0.0,14389030000
0.0,0.75,0.0,14439030000
0.0,0.75,0.0,14489029999
0.0,0.75,0.0,14539030000
0.0,0.75,0.0,14589029999
0.0,0.75,0.0,14639030000
0.0,0.75,0.0,14689030000
0.0,0.75,0.0,14739029999
0.0,0.75,0.0,14789030000
0.0,0.75,0.0,14839029999
0.0,0.75,0.0,14889030000
0.0,0.75,0.0,14939030000
0.0,0.75,0.0,14989029999
0.0,0.75,0.0,15039030000
0.0,0.75,0.0,15089029999
0.0,0.75,0.0,15139030000
0.0,0.75,0.0,15189030000
0.0,0.75,0.0,15239029999
0.0,0.75,0.0,15289030000
0.0,0.75,0.0,15339029999
0.0,0.75,0.0,15389030000
0.0,0.75,0.0,15439030000
0.0,0.75,0.0,15489029999
0.0,0.75,0.0,15539030000
0.0,0.75,0.0,15589029999
0.0,0.0,0.0,15639030000
0.0,0.0,0.0,15689030000
0.0,0.0,0.0,15739029999
