force_x,force_y,torque_z,stamp:
0.0,0.0,0.0,0
0.0,0.0,0.0,60000219999
0.0,0.0,0.0,60050220000
0.0,0.0,0.0,60100220000
0.0,0.0,0.0,60150219999
0.0,0.0,0.0,60200220000
0.0,0.0,0.0,60250219999
0.0,0.0,0.0,60300220000
0.0,0.0,0.0,60350220000
0.0,-1.0,0.0,60400219999
0.0,-1.0,0.0,60450220000
0.0,-1.0,0.0,60500219999
0.0,-1.0,0.0,60550220000
0.0,-1.0,0.0,60600220000
0.0,-1.0,0.0,60650219999
0.0,-1.0,0.0,60700220000
0.0,-1.0,0.0,60750219999
0.0,-1.0,0.0,60800220000
0.0,-1.0,0.0,60850220000
0.0,-1.0,0.0,60900219999
0.0,-1.0,0.0,60950220000
0.0,-1.0,0.0,61000219999
0.0,-1.0,0.0,61050220000
0.0,-1.0,0.0,61100220000
0.0,-1.0,0.0,61150219999
0.0,-1.0,0.0,61200220000
0.0,-1.0,0.0,61250219999
0.0,-1.0,0.0,61300220000
0.0,-1.0,0.0,61350220000
0.0,-1.0,0.0,61400219999
0.0,-1.0,0.0,61450220000
0.0,-1.0,0.0,61500219999
0.0,-1.0,0.0,61550220000
0.0,-1.0,0.0,61600220000
0.0,-1.0,0.0,61650219999
0.0,-1.0,0.0,61700220000
0.0,-1.0,0.0,61750219999
0.0,-1.0,0.0,61800220000
0.0,-1.0,0.0,61850220000
0.0,-1.0,0.0,61900219999
0.0,-1.0,0.0,61950220000
0.0,-1.0,0.0,62000219999
0.0,-1.0,0.0,62050220000
0.0,-1.0,0.0,62100220000
0.0,0.0,0.0,62150219999
0.0,0.0,0.0,62200220000
0.0,0.0,0.0,62250219999
0.0,0.0,0.0,62300220000
0.0,0.0,0.0,62350220000
0.0,0.0,0.0,62400219999
0.0,0.0,0.0,62450220000
0.0,0.0,0.0,62500219999
0.0,0.0,0.0,62550220000
0.0,0.0,0.0,62600220000
0.0,1.0,0.0,62650219999
0.0,1.0,0.0,62700220000
0.0,1.0,0.0,62750219999
0.0,1.0,0.0,62800220000
0.0,1.0,0.0,62850220000
0.0,1.0,0.0,62900219999
0.0,1.0,0.0,62950220000
0.0,1.0,0.0,63000219999
0.0,1.0,0.0,63050220000
0.0,1.0,0.0,63100220000
0.0,1.0,0.0,63150219999
0.0,1.0,0.0,63200220000
0.0,1.0,0.0,63250219999
0.0,1.0,0.0,63300220000
0.0,1.0,0.0,63350220000
0.0,1.0,0.0,63400219999
0.0,1.0,0.0,63450220000
0.0,1.0,0.0,63500219999
0.0,1.0,0.0,63550220000
0.0,1.0,0.0,63600220000
0.0,1.0,0.0,63650219999
0.0,1.0,0.0,63700220000
0.0,1.0,0.0,63750219999
0.0,1.0,0.0,63800220000
0.0,1.0,0.0,63850220000
0.0,1.0,0.0,63900219999
0.0,1.0,0.0,63950220000
0.0,1.0,0.0,64000209999
0.0,1.0,0.0,64050219999
0.0,1.0,0.0,64100219999
0.0,1.0,0.0,64150220000
0.0,1.0,0.0,64200220000
0.0,1.0,0.0,64250209999
0.0,1.0,0.0,64300219999
0.0,1.0,0.0,64350219999
0.0,1.0,0.0,64400220000
0.0,1.0,0.0,64450220000
0.0,1.0,0.0,64500209999
0.0,1.0,0.0,64550219999
0.0,1.0,0.0,64600219999
0.0,1.0,0.0,64650220000
0.0,1.0,0.0,64700220000
0.0,1.0,0.0,64750209999
0.0,1.0,0.0,64800219999
0.0,1.0,0.0,64850219999
0.0,1.0,0.0,64900220000
0.0,0.0,0.0,64950220000
0.0,0.0,0.0,65000209999
0.0,0.0,0.0,65050219999
0.0,0.0,0.0,65100219999
0.0,0.0,0.0,65150220000
0.0,0.0,0.0,65200220000
0.0,0.0,0.0,65250209999
0.0,0.0,0.0,65300219999
0.0,0.0,0.0,65350219999
0.0,0.0,0.0,65400220000
0.0,0.0,0.0,65450220000
0.0,0.0,0.0,65500209999
0.0,0.0,0.0,65550219999
0.0,0.0,0.0,65600219999
0.0,0.0,0.0,65650220000
0.0,0.0,0.0,65700220000
0.0,0.0,0.0,65750209999
0.0,0.0,0.0,65800219999
0.0,0.0,0.0,65850219999
0.0,0.0,0.0,65900220000
0.0,0.0,0.0,65950220000
0.0,0.0,0.0,66000209999
0.0,0.0,0.0,66050219999
0.0,0.0,0.0,66100219999
1.0,0.0,0.0,66150220000
1.0,0.0,0.0,66200220000
1.0,0.0,0.0,66250209999
1.0,0.0,0.0,66300219999
1.0,0.0,0.0,66350219999
1.0,0.0,0.0,66400220000
1.0,0.0,0.0,66450220000
1.0,0.0,0.0,66500209999
1.0,0.0,0.0,66550219999
1.0,0.0,0.0,66600219999
1.0,0.0,0.0,66650220000
1.0,0.0,0.0,66700220000
1.0,0.0,0.0,66750209999
1.0,0.0,0.0,66800219999
1.0,0.0,0.0,66850219999
1.0,0.0,0.0,66900220000
1.0,0.0,0.0,66950220000
1.0,0.0,0.0,67000209999
1.0,0.0,0.0,67050219999
1.0,0.0,0.0,67100219999
1.0,0.0,0.0,67150220000
1.0,0.0,0.0,67200220000
1.0,0.0,0.0,67250209999
1.0,0.0,0.0,67300219999
1.0,0.0,0.0,67350219999
1.0,0.0,0.0,67400220000
1.0,0.0,0.0,67450220000
1.0,0.0,0.0,67500209999
1.0,0.0,0.0,67550219999
1.0,0.0,0.0,67600219999
1.0,0.0,0.0,67650220000
1.0,0.0,0.01,67700220000
1.0,0.0,0.01,67750209999
1.0,0.0,0.01,67800219999
1.0,0.0,0.01,67850219999
1.0,0.0,0.01,67900220000
1.0,0.0,0.01,67950220000
1.0,0.0,0.01,68000209999
1.0,0.0,0.01,68050219999
1.0,0.0,0.01,68100219999
1.0,0.0,0.01,68150220000
1.0,0.0,0.01,68200220000
1.0,0.0,0.01,68250209999
1.0,0.0,0.01,68300219999
1.0,0.0,0.01,68350219999
1.0,0.0,0.01,68400220000
1.0,0.0,0.01,68450220000
1.0,0.0,0.01,68500209999
1.0,0.0,0.01,68550219999
1.0,0.0,0.01,68600219999
1.0,0.0,0.01,68650220000
1.0,0.0,0.01,68700220000
1.0,0.0,0.01,68750209999
1.0,0.0,0.01,68800219999
1.0,0.0,0.01,68850219999
1.0,0.0,0.01,68900220000
1.0,0.0,0.01,68950220000
1.0,0.0,0.01,69000209999
1.0,0.0,0.01,69050219999
1.0,-1.0,0.01,69100219999
1.0,-1.0,0.01,69150220000
1.0,-1.0,0.01,69200220000
1.0,-1.0,0.01,69250209999
1.0,-1.0,0.01,69300219999
1.0,-1.0,0.01,69350219999
1.0,-1.0,0.01,69400220000
0.0,-1.0,0.01,69450220000
0.0,-1.0,0.01,69500209999
0.0,-1.0,0.01,69550219999
0.0,-1.0,0.01,69600219999
0.0,-1.0,0.01,69650220000
0.0,-1.0,0.01,69700220000
0.0,-1.0,0.01,69750209999
0.0,-1.0,0.01,69800219999
0.0,-1.0,0.01,69850219999
0.0,-1.0,0.01,69900220000
0.0,-1.0,0.01,69950220000
0.0,-1.0,0.01,70000209999
0.0,-1.0,0.01,70050219999
0.0,-1.0,0.01,70100219999
0.0,-1.0,0.01,70150220000
0.0,-1.0,0.01,70200220000
0.0,-1.0,0.01,70250209999
0.0,-1.0,0.01,70300219999
0.0,-1.0,0.01,70350219999
0.0,-1.0,0.01,70400220000
0.0,-1.0,0.01,70450220000
0.0,-1.0,0.01,70500209999
0.0,-1.0,0.01,70550219999
0.0,-1.0,0.01,70600219999
0.0,-1.0,0.01,70650220000
0.0,-1.0,0.01,70700220000
0.0,-1.0,0.01,70750209999
0.0,-1.0,0.01,70800219999
0.0,-1.0,0.01,70850219999
0.0,-1.0,0.01,70900220000
0.0,-1.0,0.01,70950220000
0.0,-1.0,0.01,71000209999
0.0,-1.0,0.01,71050219999
0.0,-1.0,0.01,71100219999
0.0,-1.0,0.01,71150220000
0.0,-1.0,0.01,71200220000
0.0,-1.0,0.01,71250209999
0.0,-1.0,0.01,71300219999
0.0,-1.0,0.01,71350219999
0.0,-1.0,0.01,71400220000
0.0,-1.0,0.01,71450220000
0.0,-1.0,0.01,71500209999
0.0,-1.0,0.01,71550219999
0.0,-1.0,0.01,71600219999
0.0,-1.0,0.01,71650220000
0.0,-1.0,0.01,71700220000
0.0,-1.0,0.01,71750209999
0.0,-1.0,0.01,71800219999
0.0,-1.0,0.01,71850219999
0.0,-1.0,0.01,71900220000
0.0,-1.0,0.01,71950220000
0.0,-1.0,0.01,72000209999
0.0,-1.0,0.01,72050219999
0.0,-1.0,0.01,72100219999
0.0,-1.0,0.01,72150220000
0.0,-1.0,0.01,72200220000
0.0,-1.0,0.01,72250209999
0.0,-1.0,0.01,72300219999
0.0,-1.0,0.01,72350219999
0.0,-1.0,0.01,72400220000
0.0,-1.0,0.01,72450220000
0.0,-1.0,0.01,72500209999
0.0,-1.0,0.01,72550219999
0.0,-1.0,0.01,72600219999
0.0,-1.0,0.01,72650220000
0.0,-1.0,0.01,72700220000
0.0,-1.0,0.01,72750209999
0.0,-1.0,0.01,72800219999
0.0,-1.0,0.01,72850219999
0.0,-1.0,0.01,72900220000
0.0,-1.0,0.01,72950220000
0.0,-1.0,0.01,73000209999
0.0,-1.0,0.01,73050219999
0.0,-1.0,0.01,73100219999
0.0,-1.0,0.01,73150220000
0.0,-1.0,0.01,73200220000
0.0,-1.0,0.01,73250209999
0.0,-1.0,0.01,73300219999
0.0,-1.0,0.01,73350219999
0.0,-1.0,0.01,73400220000
0.0,-1.0,0.01,73450220000
0.0,-1.0,0.01,73500209999
0.0,-1.0,0.01,73550219999
0.0,-1.0,0.01,73600219999
0.0,-1.0,0.01,73650220000
0.0,-1.0,0.01,73700220000
1.0,-1.0,0.01,73750209999
1.0,-1.0,0.01,73800219999
