force_x,force_y,torque_z,stamp:
0.0,0.0,0.0,5762024000
0.0,0.0,0.0,5812025000
0.0,0.0,0.0,5862023999
0.0,0.0,0.0,5912023999
0.0,0.0,0.0,5962024999
0.0,0.0,0.0,6012024000
0.0,0.0,0.0,6062025000
0.0,0.0,0.0,6112023999
0.0,0.0,0.0,6162023999
0.0,0.0,0.0,6212024999
0.0,0.0,0.0,6262024000
0.0,0.0,0.0,6312025000
0.0,0.0,0.0,6362023999
0.0,-2.0,0.0,6412023999
0.0,-2.0,0.0,6462024999
0.0,-2.0,0.0,6512024000
0.0,-2.0,0.0,6562025000
0.0,-2.0,0.0,6612023999
0.0,-2.0,0.0,6662023999
0.0,-2.0,0.0,6712024999
0.0,-2.0,0.0,6762024000
0.0,-2.0,0.0,6812025000
0.0,-2.0,0.0,6862023999
0.0,-2.0,0.0,6912023999
0.0,-2.0,0.0,6962024999
0.0,-2.0,0.0,7012024000
0.0,-2.0,0.0,7062025000
0.0,-2.0,0.0,7112023999
0.0,-2.0,0.0,7162023999
0.0,-2.0,0.0,7212024999
0.0,-2.0,0.0,7262024000
0.0,-2.0,0.0,7312025000
0.0,-2.0,0.0,7362023999
0.0,-2.0,0.0,7412023999
0.0,-2.0,0.0,7462024999
0.0,-2.0,0.0,7512024000
0.0,0.0,0.0,7562025000
0.0,0.0,0.0,7612025000
0.0,0.0,0.0,7662023999
0.0,0.0,0.0,7712024999
0.0,0.0,0.0,7762024000
0.0,0.0,0.0,7812025000
0.0,0.0,0.0,7862025000
0.0,0.0,0.0,7912023999
0.0,0.0,0.0,7962024999
0.0,0.0,0.0,8012024999
0.0,0.0,0.0,8062023999
0.0,0.0,0.0,8112023999
0.0,0.0,0.0,8162024000
0.0,0.0,0.0,8212025000
0.0,0.0,0.0,8262024999
0.0,0.0,0.0,8312023999
0.0,0.0,0.0,8362023999
0.0,2.0,0.0,8412024000
0.0,2.0,0.0,8462025000
0.0,2.0,0.0,8512024999
0.0,2.0,0.0,8562023999
0.0,2.0,0.0,8612023999
0.0,2.0,0.0,8662024000
0.0,2.0,0.0,8712025000
0.0,2.0,0.0,8762024999
0.0,2.0,0.0,8812023999
0.0,2.0,0.0,8862023999
0.0,2.0,0.0,8912024000
0.0,2.0,0.0,8962025000
0.0,2.0,0.0,9012024999
0.0,2.0,0.0,9062023999
0.0,2.0,0.0,9112023999
0.0,2.0,0.0,9162024000
0.0,2.0,0.0,9212025000
0.0,2.0,0.0,9262024999
0.0,2.0,0.0,9312023999
0.0,2.0,0.0,9362023999
0.0,2.0,0.0,9412024000
0.0,2.0,0.0,9462025000
0.0,2.0,0.0,9512024999
0.0,2.0,0.0,9562023999
0.0,2.0,0.0,9612023999
0.0,2.0,0.0,9662024000
0.0,2.0,0.0,9712025000
0.0,2.0,0.0,9762024999
0.0,2.0,0.0,9812023999
0.0,2.0,0.0,9862023999
0.0,2.0,0.0,9912024000
0.0,2.0,0.0,9962025000
0.0,2.0,0.0,10012019999
0.0,2.0,0.0,10062020000
0.0,2.0,0.0,10112019999
0.0,2.0,0.0,10162020000
0.0,2.0,0.0,10212020000
