force_x,force_y,torque_z,stamp:
0.0,0.0,0.0,21507819999
0.0,0.0,0.0,21557819999
0.0,0.0,0.0,21607820000
0.0,0.0,0.0,21657820000
0.0,0.0,0.0,21707820000
0.0,0.0,0.0,21757819999
0.0,0.0,0.0,21807819999
0.0,0.0,0.0,21857820000
0.0,0.0,0.0,21907820000
0.0,0.0,0.0,21957820000
0.0,0.0,0.0,22007819999
0.0,0.0,0.0,22057819999
0.0,-1.0,0.0,22107820000
0.0,-1.0,0.0,22157820000
0.0,-1.0,0.0,22207820000
0.0,-1.0,0.0,22257819999
0.0,-1.0,0.0,22307819999
0.0,-1.0,0.0,22357820000
0.0,-1.0,0.0,22407820000
0.0,-1.0,0.0,22457820000
0.0,-1.0,0.0,22507819999
0.0,-1.0,0.0,22557819999
0.0,-1.0,0.0,22607820000
0.0,-1.0,0.0,22657820000
0.0,-1.0,0.0,22707820000
0.0,-1.0,0.0,22757819999
0.0,-1.0,0.0,22807819999
0.0,-1.0,0.0,22857820000
0.0,-1.0,0.0,22907820000
0.0,-1.0,0.0,22957820000
0.0,-1.0,0.0,23007819999
0.0,-1.0,0.0,23057819999
0.0,-1.0,0.0,23107820000
0.0,-1.0,0.0,23157820000
0.0,-1.0,0.0,23207820000
0.0,-1.0,0.0,23257819999
0.0,-1.0,0.0,23307819999
0.0,-1.0,0.0,23357820000
0.0,-1.0,0.0,23407820000
0.0,-1.0,0.0,23457820000
0.0,-1.0,0.0,23507819999
0.0,-1.0,0.0,23557819999
0.0,-1.0,0.0,23607820000
0.0,-1.0,0.0,23657820000
0.0,-1.0,0.0,23707820000
0.0,-1.0,0.0,23757819999
0.0,-1.0,0.0,23807819999
0.0,-1.0,0.0,23857820000
0.0,-1.0,0.0,23907820000
0.0,-1.0,0.0,23957820000
0.0,-1.0,0.0,24007819999
0.0,-1.0,0.0,24057819999
0.0,-1.0,0.0,24107820000
0.0,-1.0,0.0,24157820000
0.0,-1.0,0.0,24207820000
0.0,-1.0,0.0,24257819999
0.0,0.0,0.0,24307819999
0.0,0.0,0.0,24357820000
0.0,0.0,0.0,24407820000
0.0,0.0,0.0,24457820000
0.0,0.0,0.0,24507819999
0.0,0.0,0.0,24557819999
0.0,0.0,0.0,24607820000
0.0,0.0,0.0,24657820000
0.0,0.0,0.0,24707820000
0.0,0.0,0.0,24757819999
0.0,0.0,0.0,24807819999
0.0,0.0,0.0,24857820000
0.0,0.0,0.0,24907820000
0.0,1.0,0.0,24957820000
0.0,1.0,0.0,25007819999
0.0,1.0,0.0,25057819999
0.0,1.0,0.0,25107820000
0.0,1.0,0.0,25157820000
0.0,1.0,0.0,25207820000
0.0,1.0,0.0,25257819999
0.0,1.0,0.0,25307819999
0.0,1.0,0.0,25357820000
0.0,1.0,0.0,25407820000
0.0,1.0,0.0,25457820000
0.0,1.0,0.0,25507819999
0.0,1.0,0.0,25557819999
0.0,1.0,0.0,25607820000
0.0,1.0,0.0,25657820000
0.0,1.0,0.0,25707820000
0.0,1.0,0.0,25757819999
0.0,1.0,0.0,25807819999
0.0,1.0,0.0,25857820000
0.0,1.0,0.0,25907820000
0.0,1.0,0.0,25957820000
0.0,1.0,0.0,26007819999
0.0,1.0,0.0,26057819999
0.0,1.0,0.0,26107820000
0.0,1.0,0.0,26157820000
0.0,1.0,0.0,26207820000
0.0,1.0,0.0,26257819999
0.0,1.0,0.0,26307819999
0.0,1.0,0.0,26357820000
0.0,1.0,0.0,26407820000
0.0,1.0,0.0,26457820000
0.0,1.0,0.0,26507819999
0.0,1.0,0.0,26557819999
0.0,1.0,0.0,26607820000
0.0,1.0,0.0,26657820000
0.0,1.0,0.0,26707820000
0.0,1.0,0.0,26757819999
0.0,1.0,0.0,26807819999
0.0,1.0,0.0,26857820000
0.0,1.0,0.0,26907820000
0.0,1.0,0.0,26957820000
0.0,1.0,0.0,27007819999
0.0,1.0,0.0,27057819999
0.0,1.0,0.0,27107820000
0.0,1.0,0.0,27157820000
0.0,1.0,0.0,27207820000
0.0,1.0,0.0,27257819999
0.0,1.0,0.0,27307819999
0.0,1.0,0.0,27357820000
0.0,1.0,0.0,27407820000
0.0,1.0,0.0,27457820000
0.0,1.0,0.0,27507819999
0.0,1.0,0.0,27557819999
0.0,1.0,0.0,27607820000
0.0,1.0,0.0,27657820000
0.0,1.0,0.0,27707820000
0.0,1.0,0.0,27757819999
0.0,1.0,0.0,27807819999
0.0,1.0,0.0,27857820000
0.0,0.0,0.0,27907820000
0.0,0.0,0.0,27957820000
0.0,0.0,0.0,28007819999
0.0,0.0,0.0,28057819999
0.0,0.0,0.0,28107820000
0.0,0.0,0.0,28157820000
0.0,0.0,0.0,28207820000
0.0,0.0,0.0,28257819999
0.0,-1.0,0.0,28307819999
0.0,-1.0,0.0,28357820000
0.0,-1.0,0.0,28407820000
0.0,-1.0,0.0,28457820000
0.0,-1.0,0.0,28507819999
0.0,-1.0,0.0,28557819999
1.0,-1.0,0.0,28607820000
1.0,-1.0,0.0,28657820000
1.0,-1.0,0.0,28707820000
1.0,-1.0,0.0,28757819999
1.0,-1.0,0.0,28807819999
1.0,-1.0,0.0,28857820000
1.0,-1.0,0.0,28907820000
1.0,-1.0,0.0,28957820000
1.0,-1.0,0.0,29007819999
1.0,-1.0,0.0,29057819999
1.0,-1.0,0.0,29107820000
1.0,-1.0,0.0,29157820000
1.0,-1.0,0.0,29207820000
1.0,-1.0,0.0,29257819999
1.0,-1.0,0.0,29307819999
1.0,-1.0,0.0,29357820000
1.0,-1.0,0.0,29407820000
1.0,0.0,0.0,29457820000
1.0,0.0,0.0,29507819999
1.0,0.0,0.0,29557819999
1.0,0.0,0.0,29607820000
1.0,0.0,0.0,29657820000
1.0,0.0,0.0,29707820000
1.0,0.0,0.0,29757819999
1.0,0.0,0.0,29807819999
1.0,0.0,0.0,29857820000
1.0,0.0,0.0,29907820000
1.0,0.0,0.0,29957820000
1.0,0.0,0.0,30007819999
1.0,0.0,0.0,30057819999
1.0,0.0,0.0,30107820000
1.0,0.0,0.0,30157820000
1.0,0.0,0.0,30207820000
1.0,0.0,0.0,30257819999
1.0,0.0,0.0,30307819999
1.0,0.0,0.0,30357820000
1.0,0.0,0.0,30407820000
1.0,0.0,0.0,30457820000
1.0,0.0,0.0,30507819999
1.0,0.0,0.0,30557819999
1.0,0.0,0.0,30607820000
1.0,0.0,0.0,30657820000
1.0,0.0,0.0,30707820000
1.0,0.0,0.0,30757819999
1.0,0.0,0.0,30807819999
1.0,0.0,0.0,30857820000
1.0,0.0,0.0,30907820000
1.0,0.0,0.0,30957820000
1.0,0.0,0.0,31007819999
1.0,0.0,0.0,31057819999
1.0,0.0,0.0,31107820000
1.0,0.0,0.0,31157820000
1.0,0.0,0.0,31207820000
1.0,0.0,0.0,31257819999
1.0,0.0,0.0,31307819999
1.0,0.0,0.0,31357820000
1.0,0.0,0.0,31407820000
1.0,0.0,0.0,31457820000
1.0,0.0,0.0,31507819999
1.0,0.0,0.0,31557819999
1.0,0.0,0.0,31607820000
1.0,0.0,0.0,31657820000
1.0,0.0,0.0,31707820000
1.0,0.0,0.0,31757819999
1.0,0.0,0.0,31807819999
1.0,0.0,0.0,31857820000
1.0,0.0,0.0,31907820000
1.0,0.0,0.0,31957820000
1.0,0.0,0.0,32007820000
1.0,0.0,0.0,32057819999
1.0,0.0,0.0,32107819999
1.0,0.0,0.0,32157820000
1.0,0.0,0.0,32207819999
1.0,0.0,0.0,32257820000
1.0,0.0,0.0,32307819999
1.0,0.0,0.0,32357819999
1.0,0.0,0.0,32407820000
